"adm_nm","adm_cd","node_id","node_no"
 김포시,"31230",241466002,"77-1(오전)"
 김포시,"31230",241466003,"77-1(오후)"
 김포시,"31230",241466004,"77-2"
 김포시,"31230",241467004,"23(석탄리)"
 김포시,"31230",241467005,"23(국수메)"
 김포시,"31230",241467006,"23(중계소)"
 김포시,"31230",241467007,"24(마조리)"
 김포시,"31230",241467008,"24(양택리)"
 김포시,"31230",241467009,"24(마곡리)"
 김포시,"31230",241467010,"25(석탄리)"
 김포시,"31230",241467011,"25(마조리)"
 김포시,"31230",241467012,"25(마조.석탄리)"
 김포시,"31230",241468001,"72A(조강2리)"
 김포시,"31230",241468002,"72B(개곡2리)"
 남양주시,"31260",221000003,"1000"
 남양주시,"31260",222000002,"707"
 남양주시,"31260",222000004,"202"
 남양주시,"31260",222000005,"3-1"
 남양주시,"31260",222000006,"71"
 남양주시,"31260",222000008,"88"
 남양주시,"31260",222000009,"9"
 남양주시,"31260",222000013,"23"
 남양주시,"31260",222000014,"73"
 남양주시,"31260",222000016,"7-7"
 남양주시,"31260",222000017,"6-1"
 남양주시,"31260",222000019,"7-4"
 남양주시,"31260",222000020,"6-2"
 남양주시,"31260",222000022,"91"
 남양주시,"31260",222000023,"55"
 남양주시,"31260",222000027,"97"
 남양주시,"31260",222000028,"165"
 남양주시,"31260",222000029,"6"
 남양주시,"31260",222000030,"65-1"
 남양주시,"31260",222000031,"65"
 남양주시,"31260",222000032,"1-4"
 남양주시,"31260",222000033,"30-15"
 남양주시,"31260",222000034,"30-4"
 남양주시,"31260",222000038,"30-9"
 남양주시,"31260",222000040,"30-12"
 남양주시,"31260",222000041,"30-1"
 남양주시,"31260",222000045,"112-1"
 남양주시,"31260",222000046,"1670"
 남양주시,"31260",222000047,"168"
 남양주시,"31260",222000048,"166-1"
 남양주시,"31260",222000049,"1660"
 남양주시,"31260",222000055,"7"
 남양주시,"31260",222000056,"167-1"
 남양주시,"31260",222000058,"1"
 남양주시,"31260",222000061,"30-3"
 남양주시,"31260",222000063,"30-11"
