"nodeid","nodenm","nodeno","gpslati","gpslong","nodeord","routeid"
"GGB229000381","고령부대","31336","37.76055","126.9062833","28","GGB229000244"
"GGB229001227","고령","31340","37.7589833","126.9078167","29","GGB229000244"
"GGB229000380","영장2리","30736","37.7565833","126.9082333","30","GGB229000244"
"GGB229000379","기연가든","31342","37.7541","126.9097333","31","GGB229000244"
"GGB229000378","보광사","31344","37.7528833","126.91395","32","GGB229000244"
"GGB218000002","고개","19307","37.747","126.91235","33","GGB229000244"
"GGB218000462","부대앞","19374","37.7441833","126.9133833","34","GGB229000244"
"GGB218000312","정식암","19312","37.73985","126.9130167","35","GGB229000244"
"GGB218000311","계명상회","19306","37.7363833","126.9122667","36","GGB229000244"
"GGB218000310","벽제묘지","19303","37.7319167","126.9110167","37","GGB229000244"
"GGB218000309","장단상회","19299","37.7296167","126.90985","38","GGB229000244"
"GGB218000185","보광주유소","19298","37.7264833","126.9077833","39","GGB229000244"
"GGB218000184","추모공원하늘문","19296","37.7252","126.9064167","40","GGB229000244"
"GGB218000314","상곡마을","19343","37.7226667","126.9053","41","GGB229000244"
"GGB218000183","부대앞.감로정","19292","37.7201333","126.9046833","42","GGB229000244"
"GGB218000182","보라빌라","19285","37.7185","126.9023833","43","GGB229000244"
"GGB218000181","고양동삼거리","19272","37.7171","126.9009","44","GGB229000244"
"GGB218000180","푸른마을10단지.대명교회앞","19274","37.7148833","126.9011667","45","GGB229000244"
"GGB218000040","응달촌","19289","37.6997167","126.90275","46","GGB229000244"
"GGB218000174","빈정동","19276","37.69375","126.9015333","47","GGB229000244"
"GGB218000173","선유동입구","19270","37.6884833","126.9005667","48","GGB229000244"
"GGB218000172","부대앞","19265","37.6827333","126.898","49","GGB229000244"
"GGB218000171","벽제역","19258","37.6810833","126.8940833","50","GGB229000244"
"GGB218000170","대자삼거리","19238","37.6800167","126.8894667","51","GGB229000244"
"GGB218000152","서울시립승화원","19233","37.6786833","126.8876333","52","GGB229000244"
"GGB218000151","세원마을입구","19228","37.6704333","126.8868833","53","GGB229000244"
"GGB218000226","신원마을1단지.신원중","19236","37.6677667","126.8884167","54","GGB229000244"
"GGB218000653","신원마을2.4단지","19579","37.6653333","126.8906167","55","GGB229000244"
"GGB218000732","신원상가앞","19256","37.6638833","126.8905333","56","GGB229000244"
"GGB218000667","신원마을6단지","19590","37.6624","126.8880333","57","GGB229000244"
"GGB218000669","신원마을9.10단지","19592","37.6609167","126.8853167","58","GGB229000244"
"GGB218001110","삼송마을14단지.농협대입구","57351","37.6532","126.8791333","59","GGB229000244"
"GGB218000702","원흥역6번출구","19633","37.6515167","126.8748833","60","GGB229000244"
"GGB218001183","원흥역5번출구","57423","37.65105","126.872","61","GGB229000244"
"GGB218000695","원흥역2번출구","19610","37.6496","126.8735667","62","GGB229000244"
"GGB218000771","삼송마을14단지.농협대입구","57038","37.65255","126.87885","63","GGB229000244"
"GGB218000670","신원마을9.10단지","19593","37.6605333","126.8850833","64","GGB229000244"
"GGB218000668","신원마을6단지","19591","37.6619667","126.8877","65","GGB229000244"
"GGB218001015","신원상가앞","57280","37.66305","126.8897667","66","GGB229000244"
"GGB218000652","신원마을2.4단지","19578","37.6655833","126.8909167","67","GGB229000244"
"GGB218000215","신원마을1단지.신원중","19235","37.6680333","126.8888333","68","GGB229000244"
"GGB218000214","세원마을입구","19229","37.6704","126.8874","69","GGB229000244"
"GGB218000213","서울시립승화원","19230","37.67865","126.8878667","70","GGB229000244"
"GGB218000057","대자삼거리","19237","37.6795333","126.8886833","71","GGB229000244"
"GGB218000056","벽제역","19259","37.6809833","126.8953167","72","GGB229000244"
"GGB218000055","부대앞","19366","37.6825833","126.8982167","73","GGB229000244"
"GGB218000054","선유동입구","19271","37.6891333","126.90075","74","GGB229000244"
"GGB218000053","빈정동","19279","37.6936333","126.9017667","75","GGB229000244"
"GGB218000052","응달촌","19286","37.6984667","126.9025667","76","GGB229000244"
"GGB218000047","푸른마을10단지.대명교회앞","19275","37.7148167","126.9013","77","GGB229000244"
"GGB218000046","고양동삼거리","19273","37.7170833","126.9010333","78","GGB229000244"
"GGB218000045","보라빌라","19284","37.7182333","126.9022833","79","GGB229000244"
"GGB218000044","부대앞.감로정","19293","37.7201167","126.90485","80","GGB229000244"
"GGB218000315","상곡마을","19344","37.7228","126.9054","81","GGB229000244"
"GGB218000043","추모공원하늘문","19295","37.7249667","126.9062667","82","GGB229000244"
"GGB218000042","보광주유소","19297","37.72625","126.9077667","83","GGB229000244"
"GGB218000308","장단상회","19302","37.7298167","126.91005","84","GGB229000244"
"GGB218000307","벽제묘지","19365","37.7317833","126.9110667","85","GGB229000244"
"GGB218000306","계명상회","19308","37.7362","126.9123","86","GGB229000244"
"GGB218000305","정식암","19313","37.7399333","126.9130833","87","GGB229000244"
"GGB218000304","부대앞","19314","37.7440667","126.9134667","88","GGB229000244"
"GGB218000001","고개","19309","37.7470667","126.9124667","89","GGB229000244"
"GGB229000377","보광사","31345","37.7529","126.9140667","90","GGB229000244"
"GGB229000376","기연가든","31343","37.7543667","126.9092667","91","GGB229000244"
"GGB229000375","영장2리","30737","37.7567","126.9083667","92","GGB229000244"
"GGB229001230","고령","31341","37.7589667","126.9079333","93","GGB229000244"
"GGB229000374","고령부대","31337","37.7605667","126.9063833","94","GGB229000244"
"GGB229001507","영장출판인쇄단지","31634","37.7625833","126.9050833","95","GGB229000244"
"GGB229001231","고령농원","31331","37.7654333","126.9034833","96","GGB229000244"
"GGB229001528","군량굴","31648","37.7679833","126.90365","97","GGB229000244"
"GGB229001322","마장호수출렁다리","30931","37.7745167","126.9220667","98","GGB229000244"
"GGB229001459","기산리","30980","37.77565","126.9186333","99","GGB229000244"
"GGB229000372","영장삼거리","31325","37.7705","126.9006833","100","GGB229000244"
"GGB229000371","마장4리","31323","37.7715333","126.8962","101","GGB229000244"
"GGB229001165","화인하우스","31318","37.77285","126.8915167","102","GGB229000244"
"GGB229000370","제연낚시터","31315","37.77335","126.8886333","103","GGB229000244"
"GGB229000369","유일레져","31310","37.7753667","126.8846833","104","GGB229000244"
"GGB229001163","성운슈퍼","30863","37.7769333","126.8820833","105","GGB229000244"
"GGB229001457","마장삼거리","30976","37.7785","126.8793333","106","GGB229000244"
"GGB229001455","마장교","30983","37.7786333","126.8768333","107","GGB229000244"
"GGB229001453","우렁골","30986","37.7797333","126.87095","108","GGB229000244"
"GGB229001451","시몬의집","30988","37.7790167","126.85875","109","GGB229000244"
"GGB229001449","광탄순복음교회","30984","37.7798833","126.85465","110","GGB229000244"
"GGB229001446","우주어린이집","30981","37.7777667","126.8515","111","GGB229000244"
"GGB229001445","라메르아파트.광탄현대병원","30979","37.7792333","126.8507667","112","GGB229000244"
"GGB229000419","광탄시장","31247","37.7814833","126.8476333","113","GGB229000244"
"GGB229001559","신산아트빌라","31662","37.7854167","126.8454","114","GGB229000244"
"GGB229001338","신산3리","50010","37.7890333","126.8452833","115","GGB229000244"
"GGB113000494","홍대입구",,"37.5547","126.92055","1","GGB229000246"
"GGB277102198","서교동사거리(경유)",,"37.5527333","126.9179167","2","GGB229000246"
"GGB113000468","합정역",,"37.5505333","126.9148833","3","GGB229000246"
"GGB113000127","홀트아동복지회",,"37.5489833","126.9120667","4","GGB229000246"
"GGB277103427","성산대교북단(경유)",,"37.5572167","126.8948333","5","GGB229000246"
"GGB277103429","가양대교북단(경유)",,"37.5749333","126.8659333","6","GGB229000246"
"GGB277103490","북로JC(경유)",,"37.5953833","126.8336","7","GGB229000246"
"GGB277103486","행주IC(경유)",,"37.6058333","126.8181167","8","GGB229000246"
"GGB277103457","자유로JC(경유)",,"37.6176667","126.7991333","9","GGB229000246"
"GGB277103459","장항IC(경유)",,"37.6402","126.75815","10","GGB229000246"
"GGB277103463","이산포IC(경유)",,"37.6576167","126.7222","11","GGB229000246"
"GGB277103465","장월IC(경유)",,"37.6902667","126.6816833","12","GGB229000246"
"GGB277103542","문발IC(경유)",,"37.72515","126.6889833","13","GGB229000246"
"GGB277102686","송촌주유소(경유)",,"37.7533333","126.6865833","14","GGB229000246"
"GGB277102657","성동IC출입(경유)",,"37.78935","126.6829167","15","GGB229000246"
"GGB229000759","맛고을.국립민속박물관","30675","37.7862167","126.6913333","16","GGB229000246"
"GGB229001336","헤이리1번게이트","30920","37.7886333","126.6940167","17","GGB229000246"
"GGB229000758","헤이리4번게이트","30747","37.7905667","126.6948","18","GGB229000246"
"GGB229000757","경모공원앞.헤이리6번게이트","31030","37.7921667","126.6972333","19","GGB229000246"
"GGB229000756","법흥3리.헤이리8번게이트","31043","37.78825","126.7040833","20","GGB229000246"
"GGB229000755","경기미래교육캠퍼스","30659","37.78595","126.6997167","21","GGB229000246"
"GGB277102584","성동IC진입(경유)",,"37.7896333","126.683","22","GGB229000246"
"GGB277103933","낙하IC(경유)",,"37.83955","126.7326","23","GGB229000246"
"GGB277103931","당동IC(경유)",,"37.8647667","126.76175","24","GGB229000246"
"GGB277103937","임진각IC(경유)",,"37.8895667","126.7479","25","GGB229000246"
"GGB229001821","임진각","31069","37.8894667","126.7434167","26","GGB229000246"
"GGB277103936","임진각IC(경유)",,"37.8896","126.74735","27","GGB229000246"
"GGB277103930","당동IC(경유)",,"37.8645833","126.7609667","28","GGB229000246"
"GGB277103932","낙하IC(경유)",,"37.8403833","126.7330167","29","GGB229000246"
"GGB277102657","성동IC출입(경유)",,"37.78935","126.6829167","30","GGB229000246"
"GGB229000759","맛고을.국립민속박물관","30675","37.7862167","126.6913333","31","GGB229000246"
"GGB229001336","헤이리1번게이트","30920","37.7886333","126.6940167","32","GGB229000246"
"GGB229000758","헤이리4번게이트","30747","37.7905667","126.6948","33","GGB229000246"
"GGB229000757","경모공원앞.헤이리6번게이트","31030","37.7921667","126.6972333","34","GGB229000246"
"GGB229000756","법흥3리.헤이리8번게이트","31043","37.78825","126.7040833","35","GGB229000246"
"GGB229000755","경기미래교육캠퍼스","30659","37.78595","126.6997167","36","GGB229000246"
"GGB277102584","성동IC진입(경유)",,"37.7896333","126.683","37","GGB229000246"
"GGB277102687","송촌주유소(경유)",,"37.75335","126.6860667","38","GGB229000246"
"GGB277103541","문발IC(경유)",,"37.7261","126.68865","39","GGB229000246"
"GGB277103464","장월IC(경유)",,"37.6911","126.6814","40","GGB229000246"
"GGB277103462","이산포IC(경유)",,"37.65765","126.72105","41","GGB229000246"
"GGB277103458","장항IC(경유)",,"37.6400833","126.7573333","42","GGB229000246"
"GGB277103456","자유로JC(경유)",,"37.6176","126.7981833","43","GGB229000246"
"GGB277103485","행주IC(경유)",,"37.6057833","126.8167833","44","GGB229000246"
"GGB277103489","북로JC(경유)",,"37.5957833","126.8326667","45","GGB229000246"
"GGB277103428","가양대교북단(경유)",,"37.5752667","126.8645167","46","GGB229000246"
"GGB277103426","성산대교북단(경유)",,"37.55755","126.8936667","47","GGB229000246"
"GGB277103491","양화대교북단(경유)",,"37.5468167","126.9073667","48","GGB229000246"
"GGB113000129","합정역",,"37.5501833","126.9151333","49","GGB229000246"
"GGB277102197","서교동사거리(경유)",,"37.5524833","126.91815","50","GGB229000246"
"GGB113000494","홍대입구",,"37.5547","126.92055","51","GGB229000246"
"GGB229001199","문산읍행정복지센터","30350","37.85765","126.7889333","1","GGB229000247"
"GGB229001152","부대앞","30349","37.8653","126.7886833","2","GGB229000247"
"GGB229002807","힐스테이트2차","31883","37.8641667","126.7731","3","GGB229000247"
"GGB229001607","세성아파트","31721","37.8631333","126.77395","4","GGB229000247"
"GGB229001606","문산북중.문산고","31720","37.8623","126.7749333","5","GGB229000247"
"GGB229000348","당동신원아파트","30764","37.8613167","126.7790167","6","GGB229000247"
"GGB229000347","당동주공1.2단지","30765","37.8623667","126.7804333","7","GGB229000247"
"GGB229001602","힐스테이트1차.홈플러스","31716","37.8676167","126.7852","8","GGB229000247"
"GGB229001601","휴먼시아3차.CGV.하이마트","31715","37.86585","126.7844333","9","GGB229000247"
"GGB229002359","북파주농협.세아아파트","30939","37.86395","126.78375","10","GGB229000247"
"GGB229002501","초원빌라","31932","37.8627333","126.7851667","11","GGB229000247"
"GGB229002389","삼거리십자약국","31038","37.8609167","126.7873167","12","GGB229000247"
"GGB229000258","십자약국","30342","37.8602","126.78735","13","GGB229000247"
"GGB229001026","북파주농협.구문산터미널","30333","37.85835","126.7855167","14","GGB229000247"
"GGB229001511","농협은행.시장입구앞","30937","37.8565167","126.78525","15","GGB229000247"
"GGB229000288","한진1차.문산역","30334","37.8548333","126.78585","16","GGB229000247"
"GGB229001417","휴먼빌","31542","37.8524167","126.7867333","17","GGB229000247"
"GGB229000333","봉서2리.붉은밭","30351","37.84615","126.7895833","18","GGB229000247"
"GGB229000332","봉서4리","30356","37.8403167","126.7906667","19","GGB229000247"
"GGB229000331","봉서1리.화약골","30358","37.8362","126.7913","20","GGB229000247"
"GGB229000330","봉암4리","30361","37.83275","126.79145","21","GGB229000247"
"GGB229001010","봉암3리.낚시터","30353","37.8299833","126.7902","22","GGB229000247"
"GGB229001009","봉암2리","30364","37.81975","126.7926","23","GGB229000247"
"GGB229000636","봉암리.구파주역","30365","37.81275","126.7924667","24","GGB229000247"
"GGB229001249","구파주역","30373","37.8072167","126.7936","25","GGB229000247"
"GGB229000635","월롱교","30370","37.80175","126.7933167","26","GGB229000247"
"GGB229000634","월롱역","31171","37.7964167","126.7916333","27","GGB229000247"
"GGB229000633","위전3리.신성레미콘","31164","37.7854667","126.7886167","28","GGB229000247"
"GGB229000632","영태1리","31158","37.7824667","126.7881333","29","GGB229000247"
"GGB229000631","영태5리","31163","37.7768","126.7886667","30","GGB229000247"
"GGB229001672","영태4리","31710","37.7732333","126.7899333","31","GGB229000247"
"GGB229000630","영태3리","31167","37.7700167","126.79095","32","GGB229000247"
"GGB229000629","영태6리.파주이슬람성원","30371","37.7668333","126.7935333","33","GGB229000247"
"GGB229000628","은행마을","30381","37.7618","126.79535","34","GGB229000247"
"GGB229000627","PX마을","30384","37.75845","126.7959167","35","GGB229000247"
"GGB229000626","낙머리","30397","37.7560667","126.80125","36","GGB229000247"
"GGB229000625","등원2리","30403","37.7517333","126.8028833","37","GGB229000247"
"GGB229000495","봉일천시장","30427","37.74365","126.8069167","38","GGB229000247"
"GGB229000494","조리농협삼일운동기념비","30444","37.7424167","126.8107667","39","GGB229000247"
"GGB229000524","봉일천4리","30485","37.7383","126.8205","40","GGB229000247"
"GGB229000523","파주삼릉","30490","37.7370667","126.8233667","41","GGB229000247"
"GGB229001479","송촌토파즈아파트","30992","37.73605","126.8257667","42","GGB229000247"
"GGB229000522","농협하나로클럽","30517","37.7316833","126.83495","43","GGB229000247"
"GGB229000521","장곡검문소.통일로장곡아울렛매장","30522","37.7291167","126.83885","44","GGB229000247"
"GGB218000165","내유동","19131","37.72475","126.8435","45","GGB229000247"
"GGB218000677","중간내유동","19597","37.7206","126.8480167","46","GGB229000247"
"GGB218000164","윗내유동.희망양로원","19142","37.7176167","126.84915","47","GGB229000247"
"GGB218000163","내유초등학교","19151","37.7151333","126.8507167","48","GGB229000247"
"GGB218000530","서울시립고양병원입구","19551","37.7122","126.8519667","49","GGB229000247"
"GGB218000162","고골입구","19161","37.70855","126.8544833","50","GGB229000247"
"GGB218000161","가장동","19168","37.7056167","126.8570833","51","GGB229000247"
"GGB218000160","두포동.관산동성당","19172","37.7021167","126.8576333","52","GGB229000247"
"GGB218000159","관산삼거리","19167","37.6947667","126.8571","53","GGB229000247"
"GGB218000158","고양외고.고양제일중학교","19175","37.6895","126.86055","54","GGB229000247"
"GGB218000157","관산주공아파트.관산동행정복지센터","19181","37.6887333","126.8620667","55","GGB229000247"
"GGB218000156","관산동.벽제시장","19184","37.6873333","126.8659833","56","GGB229000247"
"GGB218000155","신성아파트","19193","37.6873333","126.8678","57","GGB229000247"
"GGB218000154","필리핀참전비","19202","37.6877667","126.8739833","58","GGB229000247"
"GGB218000153","대자동","19231","37.68255","126.8875667","59","GGB229000247"
"GGB218000152","서울시립승화원","19233","37.6786833","126.8876333","60","GGB229000247"
"GGB218000151","세원마을입구","19228","37.6704333","126.8868833","61","GGB229000247"
"GGB218000226","신원마을1단지.신원중","19236","37.6677667","126.8884167","62","GGB229000247"
"GGB218000653","신원마을2.4단지","19579","37.6653333","126.8906167","63","GGB229000247"
"GGB218000225","신원마을3단지","19249","37.6631667","126.8926","64","GGB229000247"
"GGB218000224","삼송주택앞","19261","37.6571167","126.8967333","65","GGB229000247"
"GGB218000223","삼송역사거리.지축차량기지입구","19263","37.6551167","126.8975667","66","GGB229000247"
"GGB111000010","은평뉴타운10단지(중)",,"37.64375","126.9134333","67","GGB229000247"
"GGB111000012","구파발역입구(중)",,"37.63755","126.9168167","68","GGB229000247"
"GGB111000014","박석고개.신도고등학교(중)",,"37.6308","126.9191167","69","GGB229000247"
"GGB111000925","세명컴퓨터고등학교(중)",,"37.6253333","126.92","70","GGB229000247"
"GGB111000927","연신내역.연서시장(중)",,"37.6193167","126.9209667","71","GGB229000247"
"GGB111000929","동명여고.천주교불광동성당(중)",,"37.6162667","126.9239333","72","GGB229000247"
"GGB111000931","불광역3.6호선(중)",,"37.6126833","126.92795","73","GGB229000247"
"GGB111000933","불광역3호선.서울혁신파크(중)",,"37.6091833","126.9309333","74","GGB229000247"
"GGB111000935","한전성서지사.북한산푸르지오(중)",,"37.6065167","126.9333667","75","GGB229000247"
"GGB111000937","녹번역(중)",,"37.6028667","126.93495","76","GGB229000247"
"GGB112000405","산골고개(중)",,"37.5953333","126.93995","77","GGB229000247"
"GGB112000407","홍제역(중)",,"37.5886","126.9442667","78","GGB229000247"
"GGB112000416","홍제삼거리.인왕산한신휴플러스(중)",,"37.5852667","126.9477833","79","GGB229000247"
"GGB112000398","무악재역(중)",,"37.5832","126.9498","80","GGB229000247"
"GGB112000404","안산초등학교(중)",,"37.58065","126.9515333","81","GGB229000247"
"GGB112000402","독립문역.한성과학고(중)",,"37.5748667","126.9573167","82","GGB229000247"
"GGB100000363","영천시장(중)",,"37.5699833","126.9625","83","GGB229000247"
"GGB100000154","서울역사박물관.김구집무실(경교장)",,"37.5699333","126.9720333","84","GGB229000247"
"GGB100000025","광화문",,"37.5700333","126.97625","85","GGB229000247"
"GGB277104283","시청교차로(경유)",,"37.56455","126.9767667","86","GGB229000247"
"GGB101000128","신한은행본점",,"37.5611167","126.9755167","87","GGB229000247"
"GGB101000022","숭례문",,"37.5581167","126.9731167","88","GGB229000247"
"GGB277101885","염천교사거리(경유)",,"37.55935","126.9716667","89","GGB229000247"
"GGB277101993","경찰서앞교차로(경유)",,"37.5618667","126.97005","90","GGB229000247"
"GGB101000020","서대문경찰서.농협은행.유관순활동터",,"37.56495","126.9677333","91","GGB229000247"
"GGB100000362","영천시장(중)",,"37.5697833","126.96285","92","GGB229000247"
"GGB277102320","독립문고가차도(경유)",,"37.57195","126.9607333","93","GGB229000247"
"GGB112000401","독립문역.한성과학고(중)",,"37.5757333","126.95645","94","GGB229000247"
"GGB112000400","무악재역(중)",,"37.5817833","126.9506667","95","GGB229000247"
"GGB112000409","인왕산.홍제원아파트(중)",,"37.5844667","126.9488333","96","GGB229000247"
"GGB112000408","홍제역(중)",,"37.5878333","126.9453833","97","GGB229000247"
"GGB112000406","산골고개(중)",,"37.5949333","126.94045","98","GGB229000247"
"GGB111000938","녹번역(중)",,"37.6018167","126.9353","99","GGB229000247"
"GGB111000936","한전성서지사.녹번동푸르지오(중)",,"37.6053167","126.9344667","100","GGB229000247"
"GGB111000934","불광역3호선.서울혁신파크(중)",,"37.6084333","126.9318667","101","GGB229000247"
"GGB111000932","불광역3.6호선(중)",,"37.61185","126.9288167","102","GGB229000247"
"GGB111000930","동명여고.천주교불광동성당(중)",,"37.6155167","126.9251333","103","GGB229000247"
"GGB111000928","연신내역.연서시장(중)",,"37.6183333","126.9218833","104","GGB229000247"
"GGB111000926","세명컴퓨터고등학교(중)",,"37.6242","126.9199833","105","GGB229000247"
"GGB111000013","박석고개.신도고등학교(중)",,"37.62995","126.9193667","106","GGB229000247"
"GGB111000011","구파발역입구(중)",,"37.63695","126.9169833","107","GGB229000247"
"GGB111000009","은평뉴타운10단지(중)",,"37.6429833","126.91495","108","GGB229000247"
"GGB218000218","삼송역사거리.지축차량기지입구","19264","37.6552167","126.8979833","109","GGB229000247"
"GGB218000217","삼송주택앞","19260","37.6573667","126.8969833","110","GGB229000247"
"GGB218000459","신원마을3단지","19375","37.6635","126.8927667","111","GGB229000247"
"GGB218000652","신원마을2.4단지","19578","37.6655833","126.8909167","112","GGB229000247"
"GGB218000215","신원마을1단지.신원중","19235","37.6680333","126.8888333","113","GGB229000247"
"GGB218000214","세원마을입구","19229","37.6704","126.8874","114","GGB229000247"
"GGB218000213","서울시립승화원","19230","37.67865","126.8878667","115","GGB229000247"
"GGB218000212","대자동","19232","37.6829167","126.8875333","116","GGB229000247"
"GGB218000032","필리핀참전비","19203","37.688","126.87395","117","GGB229000247"
"GGB218000031","새서울아파트","19194","37.6876333","126.8685833","118","GGB229000247"
"GGB218000703","더퍼스트프라임","57513","37.6875333","126.866","119","GGB229000247"
"GGB218000030","관산동.벽제시장","19183","37.6878833","126.8645667","120","GGB229000247"
"GGB218000725","관산주공아파트.관산동행정복지센터","19420","37.6889667","126.8621","121","GGB229000247"
"GGB218000029","고양외고.고양제일중학교","19174","37.6901667","126.8596333","122","GGB229000247"
"GGB218000028","관산삼거리","19169","37.6952167","126.8572667","123","GGB229000247"
"GGB218000027","두포동.관산동성당","19171","37.70215","126.8578667","124","GGB229000247"
"GGB218000026","가장동","19170","37.7052","126.8574833","125","GGB229000247"
"GGB218000025","고골입구","19162","37.7082833","126.8558167","126","GGB229000247"
"GGB218000024","서울시립고양병원입구","19156","37.7124167","126.8521833","127","GGB229000247"
"GGB218000023","내유초등학교앞","19150","37.7156667","126.85075","128","GGB229000247"
"GGB218000022","윗내유동.희망양로원","19143","37.7176667","126.8493833","129","GGB229000247"
"GGB218000676","중간내유동","19596","37.72075","126.8481667","130","GGB229000247"
"GGB218000021","내유동","19133","37.7253833","126.8433","131","GGB229000247"
"GGB229000520","장곡검문소.통일로장곡아울렛매장","30523","37.7293833","126.8389833","132","GGB229000247"
"GGB229000519","농협하나로클럽","30513","37.7320333","126.8347167","133","GGB229000247"
"GGB229000974","한미해병참전비","30163","37.73415","126.83105","134","GGB229000247"
"GGB229000518","파주삼릉","30491","37.73715","126.8236833","135","GGB229000247"
"GGB229000517","봉일천4리","30480","37.7389","126.8195333","136","GGB229000247"
"GGB229000493","조리농협삼일운동기념비","30447","37.7427","126.8105","137","GGB229000247"
"GGB229000492","봉일천시장","30423","37.7437667","126.8069333","138","GGB229000247"
"GGB229000491","조리읍행정복지센터","30416","37.7447","126.8047","139","GGB229000247"
"GGB229000624","등원2리","30793","37.75195","126.8031333","140","GGB229000247"
"GGB229000623","낙머리","30398","37.7561833","126.8016167","141","GGB229000247"
"GGB229000622","PX마을","30385","37.7592167","126.7959167","142","GGB229000247"
"GGB229000621","은행마을","30382","37.7612333","126.7959333","143","GGB229000247"
"GGB229000620","영태6리.파주이슬람성원","30372","37.76735","126.7935833","144","GGB229000247"
"GGB229000619","영태3리","31168","37.7702","126.7912","145","GGB229000247"
"GGB229001351","영태4리","31842","37.7733167","126.7901333","146","GGB229000247"
"GGB229000618","영태5리","31165","37.77725","126.7889333","147","GGB229000247"
"GGB229000617","영태1리","31159","37.7821833","126.78835","148","GGB229000247"
"GGB229000616","위전3리.신성레미콘","31166","37.7862833","126.7893","149","GGB229000247"
"GGB229000615","월롱역","31173","37.7966167","126.7918833","150","GGB229000247"
"GGB229000614","월롱교","30374","37.8021","126.7937167","151","GGB229000247"
"GGB229001248","구파주역","30375","37.8083667","126.7937167","152","GGB229000247"
"GGB229000613","봉암리.구파주역","30367","37.8128667","126.7925833","153","GGB229000247"
"GGB229001008","봉암2리","30368","37.8200333","126.7928","154","GGB229000247"
"GGB229001007","봉암3리.낚시터","30354","37.8299167","126.7903833","155","GGB229000247"
"GGB229000329","봉암4리","30362","37.8328833","126.7918","156","GGB229000247"
"GGB229000328","봉서1리.화약골","30360","37.8359667","126.7916333","157","GGB229000247"
"GGB229000327","봉서4리","30357","37.8406333","126.7908","158","GGB229000247"
"GGB229000326","봉서2리.붉은밭","30352","37.8462333","126.7897667","159","GGB229000247"
"GGB229002336","휴먼빌","31931","37.8527667","126.7866333","160","GGB229000247"
"GGB229000289","한진1차.문산역","30336","37.85425","126.7861667","161","GGB229000247"
"GGB229001643","농협은행.시장입구앞","30941","37.8565833","126.7853833","162","GGB229000247"
"GGB229001027","문산타워.구문산터미널","30335","37.85825","126.7856667","163","GGB229000247"
"GGB229000262","십자약국","30340","37.8600833","126.7874667","164","GGB229000247"
"GGB229002351","초원빌라","39057","37.8627833","126.7852667","165","GGB229000247"
"GGB229002561","북파주농협.세아아파트","30813","37.8640667","126.7838","166","GGB229000247"
"GGB229001600","휴먼시아3차.CGV.하이마트","31714","37.86575","126.7847","167","GGB229000247"
"GGB229000346","당동주공4단지","30803","37.8622167","126.7797833","168","GGB229000247"
"GGB229001575","당동자연앤5단지","31693","37.8609","126.77795","169","GGB229000247"
"GGB229001605","문산북중.문산고","31719","37.8624667","126.7751","170","GGB229000247"
"GGB229002705","세성아파트","31503","37.8632667","126.7741","171","GGB229000247"
"GGB229001608","한양수자인리버팰리스","31722","37.8642333","126.7731833","172","GGB229000247"
"GGB229001153","부대앞","30348","37.8652667","126.78845","173","GGB229000247"
"GGB229001199","문산읍행정복지센터","30350","37.85765","126.7889333","174","GGB229000247"
"GGB229001199","문산읍행정복지센터","30350","37.85765","126.7889333","1","GGB229000249"
"GGB229000290","문산역","30338","37.8541167","126.7869833","2","GGB229000249"
"GGB229002336","휴먼빌","31931","37.8527667","126.7866333","3","GGB229000249"
"GGB229000289","한진1차.문산역","30336","37.85425","126.7861667","4","GGB229000249"
"GGB229001643","농협은행.시장입구앞","30941","37.8565833","126.7853833","5","GGB229000249"
"GGB229002358","문산재래시장","30434","37.85755","126.7842667","6","GGB229000249"
"GGB229002476","제일쌀가게","31436","37.8574","126.7820167","7","GGB229000249"
"GGB229002717","장안아파트","31513","37.8581667","126.7782167","8","GGB229000249"
"GGB229002718","하동마을회관","31514","37.85925","126.7778833","9","GGB229000249"
"GGB229000348","당동신원아파트","30764","37.8613167","126.7790167","10","GGB229000249"
"GGB229000347","당동주공1.2단지","30765","37.8623667","126.7804333","11","GGB229000249"
"GGB229001079","세아아파트","30815","37.8642667","126.78305","12","GGB229000249"
"GGB229002795","힐스테이트1차.홈플러스","31854","37.8684667","126.7857833","13","GGB229000249"
"GGB229001688","방촌로.참숯가마찜질방","31484","37.8702","126.78715","14","GGB229000249"
"GGB229000324","여우고개","30344","37.87185","126.7883333","15","GGB229000249"
"GGB277103718","율곡교차로(경유)",,"37.8899167","126.8157333","16","GGB229000249"
"GGB229001240","두포리","31198","37.9046167","126.8253167","17","GGB229000249"
"GGB229001301","하포리","31728","37.91875","126.8146167","18","GGB229000249"
"GGB277103717","율곡교차로(경유)",,"37.88995","126.8154667","19","GGB229000249"
"GGB229000335","여우고개","30347","37.87175","126.7878833","20","GGB229000249"
"GGB229002527","방촌로.참숯가마찜질방","31131","37.8700667","126.7864833","21","GGB229000249"
"GGB229001602","힐스테이트1차.홈플러스","31716","37.8676167","126.7852","22","GGB229000249"
"GGB229001601","휴먼시아3차.CGV.하이마트","31715","37.86585","126.7844333","23","GGB229000249"
"GGB229001599","당동산업단지.무척조은병원","31713","37.8635833","126.78165","24","GGB229000249"
"GGB229000346","당동주공4단지","30803","37.8622167","126.7797833","25","GGB229000249"
"GGB229001575","당동자연앤5단지","31693","37.8609","126.77795","26","GGB229000249"
